alg,time,number,length,source,dest
onepass_plus,7.886322498321533,3,277073.09,Largo Partigiani Crema,Corso Soleri Cuneo
onepass_plus,3.0969791412353516,0,58499.935,Corso Trapani Torino,Via Matteotti Ivrea
esx,3.1428732872009277,0,58499.935,Corso Trapani Torino,Via Matteotti Ivrea
penalty,3.1926863193511963,0,58499.935,Corso Trapani Torino,Via Matteotti Ivrea
penalty,3.2470338344573975,1,64945.222,Corso Trapani Torino,Via Matteotti Ivrea
penalty,3.356760025024414,2,67739.663,Corso Trapani Torino,Via Matteotti Ivrea
esx,3.3896403312683105,1,64820.802,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,3.6974802017211914,1,64564.185,Corso Trapani Torino,Via Matteotti Ivrea
esx,3.7629823684692383,2,67909.852,Corso Trapani Torino,Via Matteotti Ivrea
penalty,3.798896074295044,3,70132.079,Corso Trapani Torino,Via Matteotti Ivrea
penalty,3.8476197719573975,4,72592.364,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,3.9031145572662354,2,65808.39,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,4.067909240722656,3,66624.672,Corso Trapani Torino,Via Matteotti Ivrea
esx,4.1476075649261475,3,74616.606,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,11.638922929763794,4,70204.57,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,17.801384925842285,5,70740.587,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,21.92334771156311,6,72550.973,Corso Trapani Torino,Via Matteotti Ivrea
onepass_plus,1.8109281063079834,0,225330.02,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,1.8770368099212646,0,225330.02,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,1.9368999004364014,0,225330.02,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,2.182461738586426,1,246799.608,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,2.3083837032318115,1,241688.787,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,2.3787243366241455,2,241760.569,Piazza Nazionale Ivrea,Via Garibaldi Albenga
onepass_plus,2.448300361633301,1,229556.915,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,2.5166242122650146,3,262655.953,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,2.5693588256835938,2,253931.715,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,2.6426658630371094,4,261514.378,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,2.7401123046875,5,244715.732,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,2.787672281265259,6,260534.787,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,2.878589153289795,3,281684.902,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,3.1566061973571777,4,302616.011,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,3.476440668106079,5,351769.649,Piazza Nazionale Ivrea,Via Garibaldi Albenga
esx,3.76412296295166,6,394800.975,Piazza Nazionale Ivrea,Via Garibaldi Albenga
onepass_plus,6.337542533874512,2,238642.673,Piazza Nazionale Ivrea,Via Garibaldi Albenga
onepass_plus,51.62919759750366,3,243285.198,Piazza Nazionale Ivrea,Via Garibaldi Albenga
onepass_plus,68.5746123790741,4,243804.429,Piazza Nazionale Ivrea,Via Garibaldi Albenga
onepass_plus,117.21001696586609,5,244591.334,Piazza Nazionale Ivrea,Via Garibaldi Albenga
onepass_plus,247.46169209480286,6,245338.918,Piazza Nazionale Ivrea,Via Garibaldi Albenga
penalty,4.74583888053894,0,173624.837,Corso Quintino Sella Torino,Piazza Campetto Genova
onepass_plus,5.055332183837891,0,173624.837,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,5.222777843475342,0,173624.837,Corso Quintino Sella Torino,Piazza Campetto Genova
penalty,5.361048698425293,1,174778.281,Corso Quintino Sella Torino,Piazza Campetto Genova
onepass_plus,5.4878411293029785,1,174664.575,Corso Quintino Sella Torino,Piazza Campetto Genova
penalty,5.754058837890625,2,184778.297,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,6.02292799949646,1,181831.696,Corso Quintino Sella Torino,Piazza Campetto Genova
penalty,6.339493036270142,3,191569.359,Corso Quintino Sella Torino,Piazza Campetto Genova
onepass_plus,6.5843377113342285,2,176920.446,Corso Quintino Sella Torino,Piazza Campetto Genova
penalty,6.824738025665283,4,207546.321,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,6.986471652984619,2,212614.7,Corso Quintino Sella Torino,Piazza Campetto Genova
penalty,7.182023048400879,5,218315.94,Corso Quintino Sella Torino,Piazza Campetto Genova
penalty,7.27816367149353,6,213901.272,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,7.591892242431641,3,218951.454,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,8.051475524902344,4,266444.262,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,9.113409519195557,5,288732.152,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,9.62431526184082,6,309042.959,Corso Quintino Sella Torino,Piazza Campetto Genova
onepass_plus,20.11885356903076,3,181812.128,Corso Quintino Sella Torino,Piazza Campetto Genova
onepass_plus,254.76059198379517,4,184091.071,Corso Quintino Sella Torino,Piazza Campetto Genova
esx,5.025307655334473,0,167919.897,Vicolo San Francesco Monza,Via Cavour Torino
onepass_plus,5.1844482421875,0,167919.897,Vicolo San Francesco Monza,Via Cavour Torino
penalty,5.269304990768433,0,167919.897,Vicolo San Francesco Monza,Via Cavour Torino
penalty,5.395686149597168,1,170494.501,Vicolo San Francesco Monza,Via Cavour Torino
penalty,5.527353048324585,2,178597.513,Vicolo San Francesco Monza,Via Cavour Torino
onepass_plus,5.817789793014526,1,170452.743,Vicolo San Francesco Monza,Via Cavour Torino
esx,6.063840866088867,1,175716.111,Vicolo San Francesco Monza,Via Cavour Torino
penalty,6.310584545135498,3,189200.627,Vicolo San Francesco Monza,Via Cavour Torino
penalty,6.580235242843628,4,178287.846,Vicolo San Francesco Monza,Via Cavour Torino
penalty,6.818812608718872,5,210787.403,Vicolo San Francesco Monza,Via Cavour Torino
penalty,7.054544687271118,6,198497.825,Vicolo San Francesco Monza,Via Cavour Torino
esx,7.19847297668457,2,189537.938,Vicolo San Francesco Monza,Via Cavour Torino
esx,8.943829536437988,3,196613.951,Vicolo San Francesco Monza,Via Cavour Torino
esx,10.157647371292114,4,239156.984,Vicolo San Francesco Monza,Via Cavour Torino
esx,10.797490119934082,5,247749.164,Vicolo San Francesco Monza,Via Cavour Torino
esx,12.745024919509888,6,295218.024,Vicolo San Francesco Monza,Via Cavour Torino
onepass_plus,27.76269793510437,2,174929.189,Vicolo San Francesco Monza,Via Cavour Torino
esx,2.072296142578125,0,110739.543,Riva del Porto Lecco,Via Po Brescia
onepass_plus,2.1910457611083984,0,110739.543,Riva del Porto Lecco,Via Po Brescia
penalty,2.2655153274536133,0,110739.543,Riva del Porto Lecco,Via Po Brescia
onepass_plus,2.325047016143799,1,122071.238,Riva del Porto Lecco,Via Po Brescia
esx,2.3870604038238525,1,156049.87,Riva del Porto Lecco,Via Po Brescia
penalty,2.449859380722046,1,142125.867,Riva del Porto Lecco,Via Po Brescia
penalty,2.570218086242676,2,145287.833,Riva del Porto Lecco,Via Po Brescia
onepass_plus,2.8355698585510254,2,130789.668,Riva del Porto Lecco,Via Po Brescia
penalty,2.998884916305542,3,139529.937,Riva del Porto Lecco,Via Po Brescia
penalty,3.2301459312438965,4,136817.23,Riva del Porto Lecco,Via Po Brescia
onepass_plus,3.3176193237304688,3,137974.055,Riva del Porto Lecco,Via Po Brescia
onepass_plus,4.912447929382324,4,139710.982,Riva del Porto Lecco,Via Po Brescia
onepass_plus,11.861774682998657,5,156946.549,Riva del Porto Lecco,Via Po Brescia
onepass_plus,12.065788507461548,6,160299.219,Riva del Porto Lecco,Via Po Brescia
penalty,2.2084124088287354,0,255648.13,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,2.248953342437744,0,255648.13,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
onepass_plus,2.291290521621704,0,255648.13,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
penalty,2.3426437377929688,1,277036.303,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
penalty,2.4272685050964355,2,291806.735,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,2.4619359970092773,1,283902.775,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
penalty,2.5332067012786865,3,280297.668,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
penalty,2.622545003890991,4,334450.899,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,2.7352685928344727,2,321227.518,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
penalty,2.8491623401641846,5,323099.129,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
penalty,2.9996726512908936,6,363984.357,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,3.0787148475646973,3,373406.803,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,3.2505083084106445,4,395129.451,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,3.458799362182617,5,422226.954,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
esx,3.6822967529296875,6,450813.454,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
onepass_plus,3.8641345500946045,1,263413.442,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
onepass_plus,10.186331748962402,2,276177.434,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
onepass_plus,10.62445616722107,3,276450.85,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
onepass_plus,49.4701988697052,4,285032.122,Corso Pavia Vigevano,Via San Bartolomeo Sanremo
onepass_plus,5.813266038894653,0,164718.561,Vicolo dei Fiori Monza,Via Cavour Torino
esx,5.868972301483154,0,164718.561,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,5.900949954986572,0,164718.561,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,6.023615121841431,1,165932.406,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,6.108456134796143,2,175203.664,Vicolo dei Fiori Monza,Via Cavour Torino
onepass_plus,6.179717302322388,1,165890.648,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,6.420080184936523,3,187134.051,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,6.4970457553863525,4,173711.016,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,6.644240140914917,5,187158.534,Vicolo dei Fiori Monza,Via Cavour Torino
penalty,6.713555812835693,6,211688.282,Vicolo dei Fiori Monza,Via Cavour Torino
esx,6.833742380142212,1,166037.698,Vicolo dei Fiori Monza,Via Cavour Torino
onepass_plus,7.082716464996338,2,171483.79,Vicolo dei Fiori Monza,Via Cavour Torino
esx,7.467113494873047,2,181154.358,Vicolo dei Fiori Monza,Via Cavour Torino
esx,8.227008581161499,3,189865.322,Vicolo dei Fiori Monza,Via Cavour Torino
esx,9.264711618423462,4,213346.814,Vicolo dei Fiori Monza,Via Cavour Torino
onepass_plus,9.482917547225952,3,174987.364,Vicolo dei Fiori Monza,Via Cavour Torino
esx,9.932167291641235,5,220838.845,Vicolo dei Fiori Monza,Via Cavour Torino
esx,10.550287008285522,6,232114.161,Vicolo dei Fiori Monza,Via Cavour Torino
onepass_plus,135.813725233078,4,181251.258,Vicolo dei Fiori Monza,Via Cavour Torino
onepass_plus,189.71253395080566,5,181891.521,Vicolo dei Fiori Monza,Via Cavour Torino
esx,3.1368494033813477,0,251050.978,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.198249101638794,0,251050.978,Strada della Franciacorta Brescia,Via XX Settembre Genova
onepass_plus,3.2443864345550537,0,251050.978,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.3309223651885986,1,297156.961,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.3820204734802246,2,285134.69,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.4153249263763428,3,270368.319,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.583320140838623,4,306999.941,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.635998249053955,5,319561.708,Strada della Franciacorta Brescia,Via XX Settembre Genova
esx,3.710975170135498,1,265026.164,Strada della Franciacorta Brescia,Via XX Settembre Genova
penalty,3.751286268234253,6,292444.901,Strada della Franciacorta Brescia,Via XX Settembre Genova
esx,4.135113000869751,2,271431.551,Strada della Franciacorta Brescia,Via XX Settembre Genova
esx,4.533957481384277,3,327472.849,Strada della Franciacorta Brescia,Via XX Settembre Genova
esx,4.985267162322998,4,342467.19,Strada della Franciacorta Brescia,Via XX Settembre Genova
esx,5.407275438308716,5,364033.481,Strada della Franciacorta Brescia,Via XX Settembre Genova
esx,6.2230706214904785,6,483062.419,Strada della Franciacorta Brescia,Via XX Settembre Genova
onepass_plus,18.339857816696167,1,258976.558,Strada della Franciacorta Brescia,Via XX Settembre Genova
onepass_plus,30.5160870552063,2,265195.845,Strada della Franciacorta Brescia,Via XX Settembre Genova
onepass_plus,31.27641773223877,3,265314.917,Strada della Franciacorta Brescia,Via XX Settembre Genova
onepass_plus,112.43907237052917,4,283674.773,Strada della Franciacorta Brescia,Via XX Settembre Genova
onepass_plus,2.123682737350464,0,253987.816,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.1749629974365234,0,253987.816,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,2.2150416374206543,0,253987.816,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.254852294921875,1,275220.52,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.2920479774475098,2,294127.873,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.3590190410614014,3,278942.194,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,2.392184019088745,1,281662.653,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.449310541152954,4,333900.857,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.517310857772827,5,320716.56,Corso Cavour Vigevano,Via San Giorgio Sanremo
penalty,2.552550792694092,6,366941.477,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,2.6036217212677,2,316428.699,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,2.7729756832122803,3,340143.385,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,2.9218225479125977,4,365636.193,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,3.163712501525879,5,442996.409,Corso Cavour Vigevano,Via San Giorgio Sanremo
esx,3.3928568363189697,6,459129.731,Corso Cavour Vigevano,Via San Giorgio Sanremo
onepass_plus,3.904554843902588,1,261753.128,Corso Cavour Vigevano,Via San Giorgio Sanremo
onepass_plus,8.121132612228394,2,274517.12,Corso Cavour Vigevano,Via San Giorgio Sanremo
onepass_plus,8.423711061477661,3,274790.536,Corso Cavour Vigevano,Via San Giorgio Sanremo
onepass_plus,15.191933393478394,4,284042.992,Corso Cavour Vigevano,Via San Giorgio Sanremo
onepass_plus,18.119763374328613,5,285137.034,Corso Cavour Vigevano,Via San Giorgio Sanremo
onepass_plus,0.6601357460021973,0,5873.839,Viale della Libertà Lodi,Via Dante Codogno
esx,0.7097418308258057,0,5873.839,Viale della Libertà Lodi,Via Dante Codogno
penalty,0.7553615570068359,0,5873.839,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,0.7964868545532227,1,6721.007,Viale della Libertà Lodi,Via Dante Codogno
esx,0.839503288269043,1,7109.195,Viale della Libertà Lodi,Via Dante Codogno
penalty,0.8707525730133057,1,6721.007,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,0.9093017578125,2,8131.949,Viale della Libertà Lodi,Via Dante Codogno
esx,0.947324275970459,2,8750.266,Viale della Libertà Lodi,Via Dante Codogno
penalty,0.9938759803771973,2,8131.949,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,1.035754919052124,3,10837.913,Viale della Libertà Lodi,Via Dante Codogno
esx,1.0767953395843506,3,11495.111,Viale della Libertà Lodi,Via Dante Codogno
penalty,1.117802619934082,3,11535.89,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,1.1507859230041504,4,11535.89,Viale della Libertà Lodi,Via Dante Codogno
esx,1.2045230865478516,4,29210.237,Viale della Libertà Lodi,Via Dante Codogno
penalty,1.2450578212738037,4,9815.159,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,1.2808411121368408,5,15074.772,Viale della Libertà Lodi,Via Dante Codogno
esx,1.313796043395996,5,30786.435,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,1.347100019454956,6,15348.721,Viale della Libertà Lodi,Via Dante Codogno
esx,1.4089479446411133,6,47381.772,Viale della Libertà Lodi,Via Dante Codogno
onepass_plus,1.2744059562683105,0,35748.438,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,1.3380002975463867,0,35748.438,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.369640588760376,0,35748.438,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,1.4205517768859863,1,35859.635,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,1.4727652072906494,1,38415.28,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.518700122833252,1,38415.28,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,1.5501186847686768,2,38415.28,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,1.5956733226776123,2,44581.072,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.63498854637146,2,37637.046,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,1.6656248569488525,3,41457.476,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,1.6977994441986084,3,46378.657,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.7375810146331787,3,42804.745,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.776641845703125,4,48078.199,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,1.8206374645233154,4,51037.257,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.8602194786071777,5,44781.419,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
penalty,1.8924071788787842,6,46289.864,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,1.9368605613708496,5,52675.139,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,1.9870562553405762,4,42450.267,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
esx,2.1877615451812744,6,76778.387,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,2.288973331451416,5,42804.745,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,4.033589839935303,6,44188.245,Corso Vittorio Emanuele Mantova,Via Garibaldi Asola
onepass_plus,0.22366571426391602,0,3559.08,Strada Statale 38 Sondrio,Via Roma Tirano
esx,0.2677640914916992,0,3559.08,Strada Statale 38 Sondrio,Via Roma Tirano
onepass_plus,0.3044006824493408,1,3832.079,Strada Statale 38 Sondrio,Via Roma Tirano
penalty,0.34410905838012695,0,3559.08,Strada Statale 38 Sondrio,Via Roma Tirano
esx,0.38240885734558105,1,32653.982,Strada Statale 38 Sondrio,Via Roma Tirano
onepass_plus,0.42461442947387695,2,32653.982,Strada Statale 38 Sondrio,Via Roma Tirano
penalty,0.45754075050354004,1,3832.079,Strada Statale 38 Sondrio,Via Roma Tirano
esx,0.49064040184020996,2,42537.483,Strada Statale 38 Sondrio,Via Roma Tirano
onepass_plus,0.524280309677124,3,40678.152,Strada Statale 38 Sondrio,Via Roma Tirano
esx,2.6763248443603516,0,18402.526,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,2.7430100440979004,0,18402.526,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,2.795858144760132,0,18402.526,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,2.8374955654144287,1,18402.526,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
esx,2.8781447410583496,1,20279.775,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,2.9195961952209473,1,20308.015,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,2.958547353744507,2,20839.836,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
esx,3.0622453689575195,2,26951.051,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,3.1039600372314453,3,21801.427,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,3.1419570446014404,4,23644.507,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,3.190674066543579,5,20205.413,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
penalty,3.2332382202148438,6,27470.58,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
esx,3.266477108001709,3,27429.368,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
esx,3.450848340988159,4,28450.018,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
esx,3.672950029373169,5,31123.003,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
esx,4.006103515625,6,36435.035,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,17.73482871055603,2,19941.558,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,23.285200357437134,3,20101.644,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,24.04688811302185,4,20133.121,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,30.522651195526123,5,20308.015,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,35.83969449996948,6,20358.558,Via Giuseppe Mazzini Saronno,Corso Sempione Gallarate
onepass_plus,2.3461904525756836,0,13397.506,Piazza San Vittore Rho,Via Dante Legnano
esx,2.392498254776001,0,13397.506,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,2.418588399887085,1,13397.506,Piazza San Vittore Rho,Via Dante Legnano
penalty,2.4675419330596924,0,13397.506,Piazza San Vittore Rho,Via Dante Legnano
esx,2.519524574279785,1,16373.471,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,2.5630338191986084,2,14574.299,Piazza San Vittore Rho,Via Dante Legnano
penalty,2.601442813873291,1,17860.171,Piazza San Vittore Rho,Via Dante Legnano
esx,2.648743152618408,2,17936.81,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,2.6934218406677246,3,15915.782,Piazza San Vittore Rho,Via Dante Legnano
penalty,2.743192672729492,2,18105.985,Piazza San Vittore Rho,Via Dante Legnano
esx,2.8204495906829834,3,19192.273,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,2.8698055744171143,4,16316.159,Piazza San Vittore Rho,Via Dante Legnano
penalty,2.9297823905944824,3,16316.159,Piazza San Vittore Rho,Via Dante Legnano
esx,2.965459108352661,4,22015.287,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,3.0451457500457764,5,16829.021,Piazza San Vittore Rho,Via Dante Legnano
penalty,3.084683895111084,4,14745.84,Piazza San Vittore Rho,Via Dante Legnano
esx,3.1277284622192383,5,24298.31,Piazza San Vittore Rho,Via Dante Legnano
penalty,3.182769298553467,5,23501.181,Piazza San Vittore Rho,Via Dante Legnano
penalty,3.2574119567871094,6,20988.193,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,3.302762985229492,6,17123.377,Piazza San Vittore Rho,Via Dante Legnano
esx,3.3577053546905518,6,25268.999,Piazza San Vittore Rho,Via Dante Legnano
onepass_plus,0.8168137073516846,0,39988.292,Corso Alfieri Asti,Via Garibaldi Canelli
esx,0.9219479560852051,0,39988.292,Corso Alfieri Asti,Via Garibaldi Canelli
penalty,0.9868776798248291,0,39988.292,Corso Alfieri Asti,Via Garibaldi Canelli
onepass_plus,1.0579662322998047,1,48452.491,Corso Alfieri Asti,Via Garibaldi Canelli
esx,1.1844189167022705,1,49826.308,Corso Alfieri Asti,Via Garibaldi Canelli
onepass_plus,1.3019006252288818,0,53208.074,Piazza Savona Cuneo,Via Roma Mondovì
penalty,1.4814400672912598,0,53208.074,Piazza Savona Cuneo,Via Roma Mondovì
esx,1.748676061630249,0,53208.074,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,1.9238927364349365,1,55137.664,Piazza Savona Cuneo,Via Roma Mondovì
penalty,1.968729019165039,1,57641.384,Piazza Savona Cuneo,Via Roma Mondovì
esx,2.013472557067871,1,58123.97,Piazza Savona Cuneo,Via Roma Mondovì
penalty,2.060664415359497,2,58930.403,Piazza Savona Cuneo,Via Roma Mondovì
esx,2.097557783126831,2,64292.591,Piazza Savona Cuneo,Via Roma Mondovì
penalty,2.1395370960235596,3,72111.074,Piazza Savona Cuneo,Via Roma Mondovì
penalty,2.190598249435425,4,70086.016,Piazza Savona Cuneo,Via Roma Mondovì
esx,2.2494242191314697,3,71322.802,Piazza Savona Cuneo,Via Roma Mondovì
penalty,2.2956974506378174,5,71175.805,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,2.360077142715454,2,55563.998,Piazza Savona Cuneo,Via Roma Mondovì
penalty,2.4666852951049805,6,65424.988,Piazza Savona Cuneo,Via Roma Mondovì
esx,2.555168390274048,4,75322.462,Piazza Savona Cuneo,Via Roma Mondovì
esx,2.616175651550293,5,76668.179,Piazza Savona Cuneo,Via Roma Mondovì
esx,2.7532691955566406,6,80397.823,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,3.125216245651245,3,58287.313,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,9.50439190864563,4,58804.117,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,26.280193090438843,5,59983.084,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,39.011728048324585,6,60449.344,Piazza Savona Cuneo,Via Roma Mondovì
onepass_plus,0.5903546810150146,0,5629.673,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
esx,0.6389212608337402,0,5629.673,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,0.6930179595947266,1,6191.175,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
penalty,0.7551479339599609,0,5629.673,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
esx,0.837334156036377,1,10731.692,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,0.8948073387145996,2,6593.644,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
esx,0.9713239669799805,2,26262.66,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,1.028291940689087,3,11410.821,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
esx,1.101968765258789,3,32577.127,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,1.1630661487579346,4,12332.061,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
esx,1.2443995475769043,4,35363.435,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,1.30710768699646,5,13651.963,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
esx,1.3966107368469238,5,41813.176,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,1.4618568420410156,6,14215.029,Via XXV Aprile Finale Ligure,Via Roma Pietra Ligure
onepass_plus,0.7722954750061035,0,30895.434,Via Roma Imperia,Via Cascione Diano Marina
esx,0.8699519634246826,0,30895.434,Via Roma Imperia,Via Cascione Diano Marina
penalty,0.9811148643493652,0,30895.434,Via Roma Imperia,Via Cascione Diano Marina
onepass_plus,1.0912182331085205,1,31063.997,Via Roma Imperia,Via Cascione Diano Marina
esx,1.1537938117980957,1,102870.088,Via Roma Imperia,Via Cascione Diano Marina
